"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"39159","1","92","74","0","2020","A","","Union County, Ohio","Federal Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",4,25,1145951,0,0,884,45991,"",1.19,0.07,0.03,0.00,0.00,0.49,0.49,"",0,0.0,11,78.6,237197,26.1,0,0.0,0,0.0,-411,-31.7,-21324,-31.7
"39159","1","923","75","0","2020","A","","Union County, Ohio","Federal Government","NAICS 923 Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,1,101960,0,0,1961,101960,"",2.97,0.02,0.02,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,-1047,-1.0,0,0.0,0,0.0,-20,-1.0,-1047,-1.0
"39159","1","9231","76","0","2020","A","","Union County, Ohio","Federal Government","NAICS 9231 Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,1,101960,0,0,1961,101960,"",2.97,0.02,0.02,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,-1047,-1.0,0,0.0,0,0.0,-20,-1.0,-1047,-1.0
"39159","1","92312","77","0","2020","A","","Union County, Ohio","Federal Government","NAICS 92312 Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,1,101960,0,0,1961,101960,"",13.46,0.07,0.06,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-1047,-1.0,0,0.0,0,0.0,-20,-1.0,-1047,-1.0
"39159","1","923120","78","0","2020","A","","Union County, Ohio","Federal Government","NAICS 923120 Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,1,101960,0,0,1961,101960,"",13.46,0.07,0.06,0.00,0.00,0.84,0.84,"",0,0.0,0,0.0,-1047,-1.0,0,0.0,0,0.0,-20,-1.0,-1047,-1.0
"39159","1","924","75","0","2020","A","","Union County, Ohio","Federal Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,3,285413,0,0,1830,95138,"",1.44,0.14,0.15,0.00,0.00,1.06,1.06,"",0,0.0,0,0.0,3086,1.1,0,0.0,0,0.0,-86,-4.5,-4507,-4.5
"39159","1","9241","76","0","2020","A","","Union County, Ohio","Federal Government","NAICS 9241 Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,3,285413,0,0,1830,95138,"",1.44,0.14,0.15,0.00,0.00,1.06,1.06,"",0,0.0,0,0.0,3086,1.1,0,0.0,0,0.0,-86,-4.5,-4507,-4.5
"39159","1","92412","77","0","2020","A","","Union County, Ohio","Federal Government","NAICS 92412 Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,3,285413,0,0,1830,95138,"",1.52,0.17,0.19,0.00,0.00,1.15,1.14,"",0,0.0,0,0.0,3086,1.1,0,0.0,0,0.0,-86,-4.5,-4507,-4.5
"39159","1","924120","78","0","2020","A","","Union County, Ohio","Federal Government","NAICS 924120 Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,3,285413,0,0,1830,95138,"",1.52,0.17,0.19,0.00,0.00,1.15,1.14,"",0,0.0,0,0.0,3086,1.1,0,0.0,0,0.0,-86,-4.5,-4507,-4.5
"39159","1","926","75","0","2020","A","","Union County, Ohio","Federal Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,21,758578,0,0,697,36267,"",1.47,0.29,0.13,0.00,0.00,0.45,0.45,"",0,0.0,11,110.0,235158,44.9,0,0.0,0,0.0,-344,-33.0,-17880,-33.0
"39159","1","9261","76","0","2020","A","","Union County, Ohio","Federal Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,21,758578,0,0,697,36267,"",1.47,0.29,0.13,0.00,0.00,0.45,0.45,"",0,0.0,11,110.0,235158,44.9,0,0.0,0,0.0,-344,-33.0,-17880,-33.0
"39159","1","92611","77","0","2020","A","","Union County, Ohio","Federal Government","NAICS 92611 Administration of general economic programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,10,239142,0,0,441,22958,"",1.61,0.36,0.16,0.00,0.00,0.42,0.42,"",0,0.0,10,100.0,232875,3715.9,0,0.0,0,0.0,152,52.6,7917,52.6
"39159","1","926110","78","0","2020","A","","Union County, Ohio","Federal Government","NAICS 926110 Administration of general economic programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,10,239142,0,0,441,22958,"",1.61,0.36,0.16,0.00,0.00,0.42,0.42,"",0,0.0,10,100.0,232875,3715.9,0,0.0,0,0.0,152,52.6,7917,52.6
"39159","1","92614","77","0","2020","A","","Union County, Ohio","Federal Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,11,519436,0,0,951,49470,"",2.37,1.08,0.60,0.00,0.00,0.58,0.58,"",0,0.0,2,22.2,2283,0.4,0,0.0,0,0.0,-124,-11.5,-6438,-11.5
"39159","1","926140","78","0","2020","A","","Union County, Ohio","Federal Government","NAICS 926140 Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,11,519436,0,0,951,49470,"",2.37,1.08,0.60,0.00,0.00,0.58,0.58,"",0,0.0,2,22.2,2283,0.4,0,0.0,0,0.0,-124,-11.5,-6438,-11.5
"39159","2","10","71","0","2020","A","","Union County, Ohio","State Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",14,556,38782923,0,0,1341,69743,"",1.52,0.52,0.56,0.00,0.00,1.07,1.07,"",1,7.7,2,0.4,2241806,6.1,0,0.0,0,0.0,72,5.7,3774,5.7
"39159","2","102","72","0","2020","A","","Union County, Ohio","State Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",14,556,38782923,0,0,1341,69743,"",1.56,0.53,0.57,0.00,0.00,1.06,1.06,"",1,7.7,2,0.4,2241806,6.1,0,0.0,0,0.0,72,5.7,3774,5.7
"39159","2","1025","73","0","2020","A","N","Union County, Ohio","State Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","1028","73","0","2020","A","N","Union County, Ohio","State Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,"N",1.98,0,0,0,0,0,0,"N",1,8.3,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","62","74","0","2020","A","N","Union County, Ohio","State Government","NAICS 62 Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","621","75","0","2020","A","N","Union County, Ohio","State Government","NAICS 621 Ambulatory health care services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","6211","76","0","2020","A","N","Union County, Ohio","State Government","NAICS 6211 Offices of physicians","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","62111","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 62111 Offices of physicians","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",36.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","621111","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 621111 Offices of physicians, except mental health","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",37.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92","74","0","2020","A","N","Union County, Ohio","State Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,"N",1.98,0,0,0,0,0,0,"N",1,8.3,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","922","75","0","2020","A","N","Union County, Ohio","State Government","NAICS 922 Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",2.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","9221","76","0","2020","A","N","Union County, Ohio","State Government","NAICS 9221 Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",2.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92211","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92211 Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","922110","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 922110 Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92212","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92212 Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","922120","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 922120 Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92213","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92213 Legal counsel and prosecution","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.89,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","922130","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 922130 Legal counsel and prosecution","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.89,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92214","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92214 Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",3.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","922140","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 922140 Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",3.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","923","75","0","2020","A","N","Union County, Ohio","State Government","NAICS 923 Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","9231","76","0","2020","A","N","Union County, Ohio","State Government","NAICS 9231 Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.44,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92312","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92312 Administration of public health programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","923120","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 923120 Administration of public health programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92313","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92313 Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","923130","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 923130 Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","924","75","0","2020","A","N","Union County, Ohio","State Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","9241","76","0","2020","A","N","Union County, Ohio","State Government","NAICS 9241 Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92412","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92412 Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","924120","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 924120 Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","926","75","0","2020","A","","Union County, Ohio","State Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,30,1549783,0,0,996,51803,"",2.80,0.44,0.35,0.00,0.00,0.81,0.81,"",1,33.3,2,7.1,99253,6.8,0,0.0,0,0.0,0,0.0,-2,0.0
"39159","2","9261","76","0","2020","A","","Union County, Ohio","State Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,30,1549783,0,0,996,51803,"",2.80,0.44,0.35,0.00,0.00,0.81,0.81,"",1,33.3,2,7.1,99253,6.8,0,0.0,0,0.0,0,0.0,-2,0.0
"39159","2","92612","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92612 Transportation program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","926120","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 926120 Transportation program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92613","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92613 Utility regulation and administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",20.96,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","926130","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 926130 Utility regulation and administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",20.96,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92614","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",4.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","926140","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 926140 Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",4.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","928","75","0","2020","A","N","Union County, Ohio","State Government","NAICS 928 National security and international affairs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","9281","76","0","2020","A","N","Union County, Ohio","State Government","NAICS 9281 National security and international affairs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","92811","77","0","2020","A","N","Union County, Ohio","State Government","NAICS 92811 National security","County, NAICS 5-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","2","928110","78","0","2020","A","N","Union County, Ohio","State Government","NAICS 928110 National security","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","10","71","0","2020","A","","Union County, Ohio","Local Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",70,3170,170832229,0,0,1037,53899,"",3.11,1.01,0.96,0.00,0.00,0.95,0.95,"",0,0.0,-9,-0.3,5825425,3.5,0,0.0,0,0.0,39,3.9,1994,3.8
"39159","3","101","72","0","2020","A","N","Union County, Ohio","Local Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",3.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","1012","73","0","2020","A","N","Union County, Ohio","Local Government","1012 Construction","County, by Supersector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",3.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","102","72","0","2020","A","N","Union County, Ohio","Local Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",68,0,0,0,0,0,0,"N",3.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","1021","73","0","2020","A","","Union County, Ohio","Local Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",3,40,2517985,0,0,1201,62429,"",1.90,0.32,0.28,0.00,0.00,0.88,0.88,"",-1,-25.0,0,0.0,84590,3.5,0,0.0,0,0.0,21,1.8,1083,1.8
"39159","3","1022","73","0","2020","A","N","Union County, Ohio","Local Government","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",2.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","1024","73","0","2020","A","","Union County, Ohio","Local Government","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",4,52,2613797,0,0,967,50265,"",6.79,2.48,2.17,0.00,0.00,0.88,0.88,"",0,0.0,0,0.0,-59621,-2.2,0,0.0,0,0.0,-25,-2.5,-1312,-2.5
"39159","3","1025","73","0","2020","A","","Union County, Ohio","Local Government","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",23,2353,130921377,0,0,1070,55630,"",2.38,1.22,1.26,0.00,0.00,1.03,1.03,"",0,0.0,-35,-1.5,3854625,3.0,0,0.0,0,0.0,47,4.6,2429,4.6
"39159","3","1026","73","0","2020","A","N","Union County, Ohio","Local Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","1028","73","0","2020","A","","Union County, Ohio","Local Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",35,619,31712317,0,0,985,51232,"",4.22,0.66,0.54,0.00,0.00,0.82,0.82,"",1,2.9,29,4.9,2001786,6.7,0,0.0,0,0.0,17,1.8,896,1.8
"39159","3","22","74","0","2020","A","N","Union County, Ohio","Local Government","NAICS 22 Utilities","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","221","75","0","2020","A","N","Union County, Ohio","Local Government","NAICS 221 Utilities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.81,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","2213","76","0","2020","A","N","Union County, Ohio","Local Government","NAICS 2213 Water, sewage and other systems","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",2.09,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","22131","77","0","2020","A","N","Union County, Ohio","Local Government","NAICS 22131 Water supply and irrigation systems","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","221310","78","0","2020","A","N","Union County, Ohio","Local Government","NAICS 221310 Water supply and irrigation systems","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.53,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","22132","77","0","2020","A","N","Union County, Ohio","Local Government","NAICS 22132 Sewage treatment facilities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"39159","3","221320","78","0","2020","A","N","Union County, Ohio","Local Government","NAICS 221320 Sewage treatment facilities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
